id ra dec redshift
296216 149.63458645739482 1.748167461843215 0.025399999999999923
300546 149.75572080967447 1.744656620273846 0.12360000000000022
303245 149.7246025406219 1.7472114301584376 0.06930000000000028
303402 149.50047150323638 1.7477419929617355 0.3229999999999988
303567 149.61816332141996 1.7479103963288583 0.5183999999999988
303753 149.66060258113865 1.749097807133011 0.2255999999999988
305521 149.65425086832505 1.7512316375762587 0.24189999999999884
305742 149.7819573762995 1.7502054659313724 0.21979999999999883
306977 149.6672793749011 1.751303620229397 0.12259999999999997
307255 149.83940296344718 1.7548136912801187 0.12310000000000025
307535 149.52303482684383 1.7542690001318189 0.6141999999999987
308273 149.736873186435 1.7525096145667507 0.12430000000000026
308776 149.6033437276152 1.7567973991758006 0.4212999999999988
309523 149.8413194860062 1.7541386708064348 0.12319999999999996
310737 149.77587470665733 1.7586237065479962 0.12630000000000025
310781 149.7215735237826 1.7595518831128991 0.10800000000000026
311254 149.8270230672843 1.7586086926059794 1.1004999999999987
311384 149.61090903691027 1.7602515444450344 0.5701999999999987
312404 149.7134675773948 1.7612906284335927 0.5868945376274677
313798 149.83296527461704 1.7633299529429531 0.20239999999999994
314062 149.48952455335046 1.764803016171084 0.12700000000000025
314191 149.51746847454808 1.7640656871725036 0.13210000000000027
314374 149.5386042815573 1.764889740505356 0.5470999999999998
314932 149.67212845895563 1.7641085963964327 0.22609999999999994
315778 149.85185561771127 1.7639278397176217 0.1745999999999988
316511 149.61429387533897 1.766270452602719 0.09990000000000027
316534 149.777920850292 1.766550599664485 0.20299999999999882
316608 149.7087177613212 1.7717658840630488 0.03209999999999992
316653 149.53235649133353 1.7676151471292179 0.12720000000000026
316677 149.59828874477836 1.7689266792408975 0.35549999999999876
317215 149.6963974865084 1.7707232169564946 0.3615999999999988
317448 149.6792992810152 1.767040945894288 0.1908999999999988
317630 149.7650885945548 1.7702098290886514 0.14239999999999883
317759 149.69849619604403 1.7707072729605078 0.22089999999999882
318923 149.82106053055307 1.7692882887107182 0.12610000000000024
319604 149.74444430938368 1.7736209149600748 0.12199999999999996
320606 149.77129658241606 1.7742713059517778 0.3645700137951353
320760 149.79947790754886 1.7733898103754262 0.12570000000000026
322363 149.6376068337596 1.777692789604608 0.37203631853795804
322934 149.64205709197267 1.7779795278176143 0.3552999999999988
323213 149.71073661100303 1.7769537151242192 0.2201999999999988
325552 149.52897877134595 1.7799462330696973 0.12550000000000025
325646 149.61647558511817 1.7830284223396418 0.09990000000000027
325845 149.4979667629909 1.7831188116152874 0.12700000000000025
327124 149.7317661754776 1.7835711018617002 0.46609999999999874
328685 149.68289194253236 1.786498682732222 0.2207999999999988
329169 149.84895082564134 1.7854954953066522 0.3120999999999988
329218 149.74968642079216 1.7868734762024168 0.3399999999999988
332376 149.57459358394155 1.7933584621238488 0.24109999999999993
332613 149.71643205085402 1.7931831382094057 0.6121999999999999
332654 149.87701458794362 1.790542303818289 0.12310000000000025
334066 149.521013133771 1.7960982644932735 0.19619999999999882
336065 149.70610407750326 1.7994970595430628 0.2602999999999999
336224 149.65242601782754 1.799012576485212 0.34229999999999877
336513 149.4825347959977 1.7998119070270773 0.24209999999999882
338073 149.52560043915003 1.8010846171111432 0.5282999999999988
338133 149.70356634114987 1.801809754424053 0.20149999999999993
338192 149.56330768199894 1.8020779978107073 0.2624999999999988
338350 149.55465131726018 1.8024944497123392 0.2501999999999988
338441 149.8642945455559 1.7995270617779686 0.12340000000000025
342194 149.7972435660412 1.807572825089456 0.22024087762731992
342262 149.6263040342639 1.8095786361276607 0.10020000000000027
