id ra dec redshift re_ang re_phys
303245 149.7246025406219 1.7472114301584376 0.06930000000000028 0.37657566778335827 0.515125401720956
310781 149.7215735237826 1.7595518831128991 0.10800000000000026 0.5136413547512831 1.0468243737426042
316511 149.61429387533897 1.766270452602719 0.09990000000000027 1.0387530788450663 1.9765991078964686
325646 149.61647558511817 1.7830284223396418 0.09990000000000027 0.4956299512130479 0.943113179990488
342262 149.6263040342639 1.8095786361276607 0.10020000000000027 0.36154690023483604 0.6897993229518148
349181 149.81231954267085 1.8196259599943139 0.07910000000000027 1.7624239440750746 2.7203346228046863
362530 149.76773793869268 1.838504905155374 0.09960000000000027 1.8010023245070454 3.4179429152246237
365531 149.60844755367475 1.8436045943238129 0.08760000000000026 2.056943092575191 3.4814230774253754
369948 149.90107296002046 1.8507393494571092 0.10690000000000026 1.1941525454603283 2.411995677494153
377114 149.4797858466571 1.862121375638286 0.09870000000000027 1.6315463922681992 3.071561183881427
377888 149.96094811908713 1.8659344577987813 0.07850000000000028 2.3250856926502066 3.5640913878926987
383233 149.51608389720167 1.8736715753789337 0.11500000000000025 1.7799239168796528 3.8318170452892053
383328 149.62955973710015 1.8716453789006675 0.11010000000000027 1.396166317660546 2.893794148898813
387202 150.0163333506732 1.8815814215444333 0.06510000000000027 2.23361415690812 2.884466799773937
388378 150.14209907201663 1.8812952078437422 0.06434626032429441 0.5400012215659664 0.6898913736208003
390825 149.51152263159005 1.8828112751649346 0.06960000000000027 1.441358006562252 1.97949908645409
392848 150.3170083907109 1.887500778208233 0.09940000000000027 0.3128543129056902 0.5926796464384261
392999 150.2228029805292 1.889759420158068 0.10680000000000027 0.31488911113370377 0.6355033251295236
393754 149.75875086802859 1.889644302594988 0.09890000000000027 0.8972838961334711 1.692265200107717
394036 149.59554707431803 1.887077492178357 0.10980000000000027 1.8709870484404456 3.8687062920051223
395245 149.50379973633792 1.890752970211546 0.09870000000000027 0.8487160715443088 1.5977990903879258
403847 149.71445851571414 1.9034825329835494 0.10990000000000026 0.5662709416666757 1.1718304463071552
414706 149.66085407982112 1.924279786630826 0.10969999999999998 2.3300678441929197 4.81412835364506
415498 149.5890977431695 1.9283641600179113 0.08710000000000027 0.8323335407135629 1.4015176752993004
418028 149.59785477593286 1.9261148604757699 0.08730000000000028 1.0530196515485188 1.7767760676758941
418768 149.59978019947152 1.928743563004409 0.08770000000000026 0.7161677872409763 1.2133728835465372
419144 149.66356140359593 1.929385671920121 0.06540000000000026 1.2921726923000556 1.6757955176787982
419767 149.79029639383222 1.9293961627366059 0.04930000000000026 1.4341512341590534 1.4290725136671263
430210 149.93913788610416 1.9457562643269508 0.09880000000000026 1.2675910212792547 2.388518019528544
432219 150.07474975404176 1.9501114319233785 0.06875529987765014 0.9432421409152469 1.2809589857140686
433494 150.33778874630895 1.9521242033703803 0.09860000000000027 0.8634704125197379 1.624116344768224
439180 150.24958500531582 1.9619562240971222 0.07420000000000027 0.9608116439601604 1.399167722210726
442843 150.29116368054514 1.9681420968631886 0.09240000000000027 0.4498679814155048 0.7986682536403638
444402 150.28385173646737 1.9691271222775368 0.08560000000000027 1.217046894676901 2.017541137863188
444803 149.4960376323818 1.9701208394103464 0.09289999999999998 1.607182337146907 2.8670710216991178
447853 149.83922623246642 1.9798120330358209 0.10860000000000027 1.6694726790609322 3.4190068482860285
451543 150.32732566088814 1.9820761054486529 0.09000000000000027 1.0778901624508102 1.8691149562375435
452472 150.29584037295075 1.983155094504044 0.10450000000000026 1.0885191170015889 2.155213444898063
455303 149.64120083161313 1.9884983324706422 0.09090000000000027 0.9436077036814745 1.6508991164338835
455941 150.339938564587 1.9893944351551465 0.06130000000000026 1.0637696872269575 1.299372627481665
458062 149.99122776970134 1.9911970738938303 0.07960000000000027 1.773569609989837 2.753232558320444
458391 149.6176856737431 1.9910457533080608 0.10890000000000026 1.262685253064587 2.5921744694272064
460691 150.05115626017727 2.004921069761677 0.10650000000000028 0.6371975143450315 1.2828101615415908
460870 149.98264506988016 1.9965499675951175 0.10669999999999998 0.4274825868297033 0.8620286560039975
462520 150.09529686340386 1.9990738188125952 0.10630000000000027 0.5473912570445566 1.1001950830738567
465336 149.4715082051686 2.0027803916399805 0.10920000000000027 1.9826243835380308 4.079949250000742
468483 149.6931433189309 2.0094774691353443 0.11269999999999997 0.3813028054973516 0.8065712152105937
471387 150.20165566113562 2.0143938310956395 0.09030000000000027 2.464268302048375 4.285913821384268
480005 149.86147873792478 2.0281189094742866 0.09120000000000027 0.8032588943120992 1.4094975910032654
485100 150.05394800328384 2.033440329982846 0.07860000000000028 0.8552050618841958 1.3124483465681143
489808 149.6540263462276 2.0450193827875336 0.11610000000000027 0.2395577019256306 0.5199979121215942
490668 149.54014822558338 2.0440551602896155 0.08760000000000027 1.1258198323539348 1.905475732181386
492680 149.71368636335578 2.047751615258845 0.09220000000000027 0.7168607626786188 1.2702108892172002
493350 150.01281213389166 2.048432957437159 0.07900000000000026 0.6819386941720385 1.0513774781716823
494326 150.32120644269398 2.060315600056798 0.06140000000000026 2.522196042612675 3.085471103878802
495242 149.77559859659758 2.0502602022830403 0.09852115145136452 1.1616914808007508 2.183497031300855
498331 149.59534821461887 2.056408701296248 0.10030000000000026 0.42118772201514987 0.8042978614771732
502180 150.31874190706304 2.062419131338382 0.11350000000000025 0.3916008643925597 0.8334709175326009
504163 149.9662965417687 2.0643495548868076 0.09210000000000028 1.1107688946357996 1.9662729823226168
506075 150.17306627297071 2.0711620107188637 0.10600000000000026 2.027847860558843 4.065646710904791
506935 149.96812473111115 2.067243040524213 0.07750000000000028 1.7695309951559683 2.6810706527675703
508598 150.24058938255513 2.0696839744238127 0.10500000000000027 1.8962940440903675 3.7703615353717206
509368 150.02392381366087 2.0727252963115905 0.07750000000000057 0.5576668141878948 0.8449380845175709
513372 150.04873495407278 2.0779521301840536 0.07740000000000027 1.8282127455764 2.766730832470866
528108 149.780058218624 2.1029984030184914 0.10770000000000027 0.7566601732648606 1.5383541824741425
528599 150.15867034470128 2.103549946060681 0.10840000000000026 0.9333350117467123 1.9083472780026371
529453 149.9724096962473 2.105386194217578 0.07780000000000027 1.2643232659765231 1.9223551441479605
533284 149.87095220701332 2.108392658964963 0.08059999999999998 1.0017634743616868 1.5728029745757042
538545 150.27936283638536 2.1164219662649484 0.09332607260781359 1.516833134978328 2.7169640463564524
539517 150.130525796822 2.1310502927225388 0.07840000000000028 1.950094538250052 2.9858139468073244
555188 149.52219045555913 2.142617077557564 0.09090000000000027 0.6402871502523111 1.1202213446238762
559804 149.8945524043061 2.1485935804750547 0.09379999999999998 1.5562034333232806 2.8001015686064434
561140 150.1228529928459 2.153515526659856 0.11780000000000027 1.086232280023945 2.3877219492281507
564212 149.79926266473097 2.1583619187507748 0.11890000000000027 1.0629073055576224 2.3553078354802817
565897 150.2838837791249 2.1592827039330977 0.11760000000000027 0.5298541617272475 1.1629970603220288
568578 150.229703217269 2.1640093807260388 0.09070000000000028 0.7970714383235092 1.3917798212175743
578846 149.8046828881301 2.1773668528687065 0.07940000000000028 2.3979668174039355 3.7140419146412693
584108 149.77221771470903 2.1844160002518724 0.10760000000000026 1.2003796651622742 2.438487619337772
604402 150.15631000633397 2.2148324149197154 0.11620000000000026 1.440601610450595 3.1293895302382184
607549 149.6410030680287 2.222678436557024 0.10800000000000026 0.38457594304527704 0.7837832117894471
613039 150.33476343738997 2.2298178038366387 0.10459999999999997 0.7024114745354811 1.3919102353922157
620730 149.5689411196042 2.2376793274197815 0.11560000000000027 1.203579670141597 2.6027962197587993
621318 150.17585568340323 2.2411701563826245 0.07750000000000028 0.8705308230478961 1.3189679346631595
623562 149.82008185877763 2.2421345460291127 0.10740000000000027 1.585235834685036 3.215049157652332
625465 149.95666179053245 2.245909633983561 0.07870000000000027 1.2146849069054209 1.8662807754265254
625567 150.19198658735797 2.2478565686145857 0.09310000000000027 0.8876798461307033 1.5865835119280298
635206 150.03578230705355 2.2616358065902133 0.09289999999999998 0.7588189971333906 1.3536659202328374
644588 149.6369358611866 2.2747039923526744 0.10110000000000027 1.1952163754919418 2.2984608293286777
645848 149.52976627951753 2.27841048381299 0.09050000000000027 0.5915525900235681 1.0308815818511277
647689 149.88622377162562 2.280438450306911 0.09070000000000027 1.2287335597363707 2.1455122989864637
