viz-id ra dec marked
64 128.6746326 -1.9037648 false
228 228.3214576 42.4609896 false
407 3.1768662 -0.0281507 false
877 242.603173 41.9010497 true
1072 210.4747543 -1.3429271 false
1670 354.3850441 -0.4595662 false
1699 181.9241751 1.5086717 false
1984 189.9153345 0.8239197 false
2291 220.1322156 0.6530128 false
2679 2.9976259 -0.3802772 true
2965 225.5325325 1.5155803 false
3159 189.5584041 0.4767641 false
3410 234.5704697 44.0687131 true
3440 248.8126444 44.3344614 false
3462 153.3614238 -0.8071068 false
3614 151.4867227 3.7746274 true
3805 151.1125408 1.8948408 false
3960 232.3375136 42.6510229 false
4032 350.2807156 1.4018211 false
4144 31.8970727 -4.0439644 false
4221 30.0980674 -1.4120926 false
4363 176.3969337 -1.8543287 false
4495 136.012838 3.6234204 false
4782 180.6093554 -0.3465878 false
4825 334.1251639 3.3505597 false
5013 234.1374015 43.4097721 false
5051 150.4133053 -0.1191215 false
5436 211.4672309 -0.322666 false
5787 35.3610989 -5.4335693 false
6239 137.2415627 0.5460031 false
6925 136.0306226 3.7067114 false
7016 238.5183391 42.1270214 false
8460 249.332317 44.1656748 false
8741 16.3612535 -0.957517 false
8919 207.8073611 0.3711265 false
8930 153.7642894 -1.563963 false
9176 151.3816002 2.6603597 false
9188 181.032669 1.3215952 false
9401 177.4737381 -1.3107438 false
9499 141.3946829 2.3420009 false
9577 31.3658208 -6.301836 false
10939 217.5286671 1.0279449 false
11065 237.7386258 42.6750964 false
11146 232.3751403 42.8629011 false
11607 359.048809 -0.2997508 false
11959 128.821372 -1.6477051 false
11962 246.978568 42.7308564 false
12250 250.6225154 42.2627804 false
12378 153.2904508 -0.7734453 false
12516 179.5301202 -2.3821372 false
12814 355.085259 -0.1464083 false
12947 37.2788956 -5.5491473 false
13070 20.9089495 -0.5119868 false
13189 331.7162045 7.0612253 false
13292 128.8323203 -1.6135132 false
13310 330.8042144 2.6483951 false
13652 133.2524177 2.1533242 false
14159 39.2677744 -5.2657073 false
14216 28.9578801 -2.569023 false
14681 18.949017 -0.7763651 false
14970 235.8325544 44.3945583 false
15121 139.939191 0.796652 false
15381 176.3688281 -1.7828649 false
15401 137.7379873 -1.6240627 false
15503 129.1517803 0.4274546 true
16420 354.4571287 -0.5881174 false
16617 131.687802 2.589298 false
17353 189.8480657 0.5123339 false
17554 218.8313076 -0.0331037 false
17947 350.4126371 1.4732959 false
18480 129.0269876 -2.0057592 false
18486 153.3340133 -0.7578682 false
18920 330.7747378 2.7291542 true
18988 153.3512285 -0.7582041 true
19656 220.7369959 0.2805017 false
19784 148.9741011 -1.9189643 false
19887 358.9736276 0.4714337 false
19965 131.9197024 2.5007516 false
20009 349.4401578 -1.2776546 false
20492 34.8603795 -6.9239291 false
20659 28.7171963 -2.578257 false
20680 330.8205791 2.4860694 false
20759 176.6397938 -1.8824642 false
20835 349.6886177 -0.9982499 true
20914 35.7669744 -1.7992341 false
21112 17.2550972 2.5033857 false
21131 32.9720927 -2.0534305 false
21244 18.7538758 1.8719104 false
21295 35.3433227 -5.4232532 false
21384 187.7092725 0.4996946 false
21443 181.4398512 1.4283858 false
21525 37.8832259 -2.9755214 false
21531 245.7145629 43.7262065 false
21534 350.35837 0.4649426 false
21705 211.8246848 -1.5034928 false
22085 29.6788089 -1.4870973 false
22098 343.3575396 1.4135878 false
22450 176.3488131 -1.9340071 false
22727 250.2900354 42.6818402 false
23004 135.5864518 3.359657 false
