viz-id ra dec marked
217 345.4633885 2.2134347 false
351 348.7351965 -0.2152005 false
511 348.0355955 -1.1638272 false
540 345.2776179 1.9344292 false
686 347.1767864 -0.3760171 false
1322 346.9920067 -0.6292987 false
1725 354.9451466 0.7726313 false
1816 346.6906325 0.7914485 false
2111 350.4963127 0.7941724 false
2151 345.5576357 0.5748965 false
2398 354.4235536 1.0634804 false
2420 353.6878346 1.2730085 false
2498 347.1721428 0.534397 false
3718 345.800209 1.8230816 false
3726 349.3467807 0.9790504 false
4034 347.6850439 -0.9428752 false
4365 349.2454373 0.5126942 false
4449 347.3678131 0.2635113 false
4471 345.9525401 0.9933009 false
4701 346.0806519 1.7615363 false
5269 349.4966491 1.413576 false
5295 348.0480424 -1.4816528 false
5443 347.8710329 -1.0714325 false
5467 345.6263364 1.2204317 false
5481 348.092618 2.4011267 false
5852 347.8744016 1.0238269 false
6336 346.0616288 2.1035526 false
6540 345.4048998 1.2949634 false
6636 345.6350798 0.8773498 false
6994 345.777084 1.814819 false
7356 346.4834742 -1.4130233 false
7737 347.4099893 -0.8759498 false
7937 348.134086 1.845412 false
7983 347.5286137 0.8246536 false
7984 345.1270073 1.7275005 false
8119 346.9816992 -0.092004 false
8123 346.2284067 -0.6752114 false
9084 347.7902328 0.2021094 false
9096 348.5616343 -0.0203118 false
9194 348.4187966 -0.7414504 false
9579 346.0881484 1.0576333 false
9599 346.3758086 -0.2876115 false
9613 345.6419427 2.1956739 false
9669 345.5473332 1.5839682 false
9945 350.3229289 -0.4433799 false
10326 346.0639274 1.8779466 false
10488 345.9299654 1.9324428 false
10740 346.1045091 0.1437757 false
10756 346.8027749 1.1621685 false
10876 345.2476172 1.5817686 false
11194 348.9269849 0.4672023 false
11511 348.5247124 0.2768638 false
11901 345.9206151 1.3308542 false
12205 350.2777224 0.9648286 false
12469 345.5232833 -0.3059248 false
12890 346.4411153 1.3914422 false
13047 349.3829521 0.9720155 false
13457 345.9519238 2.018556 false
13503 347.5351554 1.5168594 false
13723 348.4693121 2.057689 false
13742 347.8961104 1.0951234 false
13767 346.0495713 0.6059741 false
13965 349.9806174 -0.2678437 false
14361 346.3650629 2.2888416 false
14523 350.8765161 0.8556545 false
