viz-id host_RA host_DEC
21450 356.0085820043508 0.5166072063000273
75619 16.78818385473689 -0.6217567854398885
27795 344.33144821315375 -1.0490373492719176
86113 352.633487857064 0.08106210955053793
67181 350.2064031433514 1.7390498672773493
27139 347.5898656357731 2.62130212893407
13189 331.85094280548475 7.0399880023066155
69381 29.090866897199458 -4.467663363411564
65780 35.76536337573319 -1.7488596063575084
29808 16.78818385473689 -0.6217567854398885
79982 346.02469046848574 1.907622789913661
20009 349.7242198432187 -1.0602558905725108
30269 16.07068809095672 -0.7649274789772257
14216 29.063254737101808 -2.7052662585423812
81835 16.07068809095672 -0.7649274789772257
21112 17.249697633074998 2.4789601893153694
85963 37.641174949734506 -4.624790529100822
73208 18.23927662039972 -0.345000153813944
75450 346.02469046848574 1.907622789913661
66859 34.77165612582804 -6.790965703935359
71155 34.68861917581378 -6.639072276394049
81913 29.090866897199458 -4.467663363411564
32633 355.44299536367066 -1.3516260763061774
4221 30.08153918764733 -1.3697224303464939
83175 39.633986734527895 -6.902054103570344
