# refnum objname RA Dec Equinox pmRA pmDec offset rot RA_probe1 Dec_probe1 Equinox_probe1 RA_probe2 Dec_probe2 Equinox_probe2 pm_epoch
0 NGC7550 23:15:16.08 18:57:41.04 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
1 NGC0128 0:29:15.07 2:51:50.76 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
2 NGC0227 0:42:36.82 -1:31:43.68 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
3 NGC0467 1:19:10.13 3:18:02.88 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
4 NGC0665 1:44:56.11 10:25:22.80 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
5 NGC0997 2:37:14.47 7:18:20.16 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
6 NGC1132 2:52:51.82 -1:16:28.92 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
7 NGC1497 4:02:06.79 23:07:58.44 2000.0 0.0 0.0 -62.5 HRZ 0.0 0.0 0.0 0.0 0.0 0.0 0.0
