id ra dec
62885 150.52857677408423 1.7273621413935434
63167 150.56180924940014 1.7310225052298274
64757 150.61298316657553 1.7461452112989362
65304 150.65925266915596 1.751076223298725
66155 150.61753987274614 1.7609107493193135
68672 150.5139904709621 1.5894615222597068
68893 150.48997761385783 1.592776845748754
68976 150.39927010150788 1.5936900163877155
69754 150.4263402983169 1.6017396441359237
70113 150.4031427645646 1.6051312882482673
70370 150.48763917846782 1.6078434191330468
70785 150.42249216276576 1.6126257895290037
73120 150.50647678532025 1.638816075377698
73614 150.41363471478053 1.6466179146184872
73863 150.37669170708992 1.6504246430096567
73962 150.4176765646869 1.6501762589806845
74298 150.50223341100892 1.6538781836651266
74388 150.3778204008439 1.6547699026215676
75838 150.51501519736044 1.6696057004769336
75849 150.44451747836538 1.6724971856961148
75928 150.48114528483302 1.6707237193791593
76546 150.41158511093826 1.6799099361839442
77751 150.51283079415944 1.6900152892979194
77995 150.39853218782875 1.6928891667155257
78224 150.44917285538196 1.6978762378320087
78225 150.44674714149463 1.6960243431330073
78306 150.52552838366714 1.697291936381738
78729 150.50992964768133 1.7017709049249683
79676 150.50494457211713 1.711968091966424
80468 150.4132235107726 1.7219353844670902
81375 150.5042172200007 1.7373608171707509
81629 150.47954915808236 1.736174968393227
81961 150.34183266511135 1.739447251675713
82948 150.3695597970892 1.7527353696762686
83153 150.34881666882757 1.7522657962520332
84343 150.45352496807456 1.7642565597595135
85397 150.29688453082846 1.5883979993902433
86432 150.20641817339592 1.5955118755710012
88098 150.26000169248022 1.6143633413931127
90905 150.18311091946916 1.63297753022822
90906 150.18226146195155 1.6341651995772444
91050 150.2368499656237 1.6333442443427622
91414 150.2428922133094 1.6382304260389602
92670 150.16420531346475 1.6458538929045707
92957 150.23515287183787 1.6529989708327293
93197 150.21632560999663 1.6541009041819201
93254 150.17636136555927 1.6544339603757188
93436 150.19480038698939 1.6533767367290952
93731 150.30614914548053 1.6565490275670391
93802 150.163424714259 1.660205066310059
94825 150.2569012043043 1.667747163334912
95262 150.22356637979507 1.6724159904306344
95555 150.16227011285756 1.6743977397092746
95938 150.17041023469258 1.6805746256165652
96048 150.30767535199777 1.680045307128878
96120 150.31785992585097 1.6803956424053357
96304 150.2537172125612 1.6817530596780512
96531 150.33843928359204 1.6857592976753764
97001 150.19483698956628 1.688466116561239
98160 150.19558555078694 1.700106662321981
98550 150.3148998965189 1.6989051272086888
100253 150.1961546157751 1.7137480138298666
100788 150.21660917129492 1.7184982111212654
102937 150.18657030930203 1.734013026884531
104162 150.30226833230492 1.7513837255636044
105475 150.33349457067985 1.7567063060337142
107299 149.97389009413357 1.578247362113759
107358 149.98992027718202 1.5819768071157507
107640 150.0874736078105 1.5825681375249996
108065 149.97313551643492 1.5869524758312958
108504 149.9984542509038 1.5920153587275447
108770 150.11896255580453 1.5957239504251943
109754 150.05099680761634 1.6067749651147554
111119 150.13672040910643 1.618550293579416
113052 150.03401318084966 1.6329055953161016
113178 149.98448864064636 1.6347696086712544
114577 150.03874851219513 1.647277100938489
114978 150.07002773128204 1.655679315108011
115956 150.13098014976347 1.6594115647835475
116966 149.98177271142143 1.6676982484315397
117085 150.02125007894955 1.6684673227750362
117829 150.0521833162673 1.6766950802468088
117883 150.1019258486264 1.676310237339849
117978 149.99442561295496 1.678655381919285
119787 149.99601337217968 1.6918923874312333
120301 150.1457257486591 1.6959187000211968
120320 150.07756108352794 1.6996508281216047
120917 150.03695313125158 1.7005767500374205
121232 150.01663452088715 1.7055471240699056
121460 150.12855463191397 1.7096968912034958
122452 150.02009960304545 1.7141641008528856
122983 150.02247590627297 1.7191936505669791
123151 150.05544275673435 1.7205055790304895
124051 150.01368192407767 1.7323691657945468
124969 150.15119084583884 1.7369839245012564
125859 150.13316919431344 1.744363428441906
126124 150.01136560204395 1.745994640286163
126217 150.0173620759888 1.7478958633188233
127317 150.06498269621753 1.7641717013738412
128966 149.85325158819165 1.579392723272491
130026 149.92343847601606 1.5900100724547879
130616 149.82811882572605 1.594457386041199
130809 149.82006807572668 1.596894596143218
132313 149.87318460329428 1.6151546628277482
132823 149.91245026509887 1.6193259725154474
133835 149.90100434948764 1.6313975364863442
136482 149.8151798185614 1.6583092070371162
136824 149.8781195775376 1.6616900744298828
136909 149.9473539187822 1.6626112346839161
137808 149.80567960103156 1.6740044814499098
138490 149.86383500106774 1.6830681215183654
138492 149.8704269215312 1.6825864235988013
138808 149.9659582300457 1.6851518296269667
139847 149.84550134462623 1.6930127587986885
140003 149.83986193286557 1.6952848361493762
140016 149.95114155869933 1.6956350778841147
140084 149.8052777416468 1.6979748329663904
141317 149.86154370363926 1.7096801287848162
142033 149.87596409991338 1.7187224268183117
142116 149.83636967883444 1.7212021137397273
142492 149.85890663383154 1.7253775592182603
142599 149.93231221768 1.7276055359433415
142929 149.8589264505512 1.7300380415706496
143345 149.8138136884754 1.7318120346515942
143615 149.83733461713408 1.7379261069651515
144440 149.86443027906176 1.750333297101225
144939 149.8327565777635 1.7519766199874052
145513 149.92327217837735 1.755552156979947
145618 149.81457495101859 1.7586542239424399
147435 149.7719048168667 1.5813026160932309
148610 149.759516938478 1.5984964583301131
149084 149.70946612443362 1.6033135599014787
149257 149.73188811879794 1.6056084435616196
149326 149.7698924112814 1.6075670058441651
149327 149.76794652438434 1.60766740032987
150298 149.77098030994483 1.6209384398805613
151124 149.77946900555568 1.6333427185654668
151990 149.73771206687303 1.6443918440995133
152201 149.65350336986472 1.6460302500790578
152517 149.7451301043653 1.6510179282337825
152899 149.71716365314293 1.6573404364797484
154236 149.6815202964578 1.6725114514488448
154425 149.72774173799226 1.677364014347265
155340 149.61204638582313 1.6830410029029845
155425 149.6924298610402 1.685043064015454
155761 149.61082553992387 1.7498638212579036
156292 149.60474735930828 1.6901126618727709
156422 149.6844391184383 1.6917556291496465
157009 149.75510458766325 1.6990771241746316
157435 149.6730103808474 1.7023698359874162
157782 149.65670113080282 1.7073004196224697
159025 149.6374888012202 1.7210588860306062
159028 149.68725270209876 1.719167440797793
159376 149.70188935685127 1.7246653046466158
159524 149.76408441281197 1.7267912386509303
159525 149.76241432782948 1.728006173094543
159581 149.597750338504 1.7270835530461257
160629 149.69215706156172 1.740862193189533
160878 149.74245648603147 1.745592628156363
161423 149.64477157161457 1.750649638007435
161715 149.6493591904576 1.7511730269048338
162461 149.7172429945406 1.7594634673921499
162739 149.6511511184386 1.7640933368033946
165000 149.58793635732457 1.6602667582867237
165208 149.51206080763126 1.6695542788559068
165769 149.55283758128218 1.6922848231306884
165775 149.58029173294926 1.6924777598637435
167210 149.56950269579102 1.734953036265187
167944 149.56118078504963 1.7577031473942026
168925 150.71605238751025 1.7693701873766239
169263 150.79772361483268 1.7738750282322262
171915 150.81091109662074 1.8008793663178428
172461 150.85214435250091 1.8066496976352602
172611 150.8578354672597 1.8074319954197269
172725 150.74811192770005 1.809438075520409
173004 150.80890466873473 1.8114006932372149
173316 150.84088549279107 1.8155490350366255
173385 150.80253165360122 1.8156809803012024
175618 150.8413388364351 1.835531199760584
175734 150.87845321163113 1.835948586089401
176300 150.7443193414103 1.8425461426179919
176635 150.81814282252097 1.8442070135381305
177801 150.85450067883912 1.8580656774013264
178307 150.8314283771611 1.861833330557602
178461 150.81913135079603 1.8631292914932194
178650 150.7711484974064 1.865671425155758
179034 150.76657260872204 1.86814711570884
179688 150.81425528738959 1.877086318432014
180171 150.7334074364472 1.8803460641055156
180186 150.86950506200606 1.879977570472509
180891 150.82145190011758 1.8890141169982833
181318 150.739463230002 1.8957488898644552
181382 150.76123422601148 1.897253372958829
181938 150.7903155762896 1.8996234651328163
183330 150.79014993048418 1.912104392299362
183502 150.73504887039522 1.9137455249709394
183722 150.76665470544245 1.913804393153718
183793 150.74513309302256 1.9206497369061242
184025 150.77727831488062 1.9166411062876538
184407 150.73671580164165 1.9225150703058926
184909 150.83083525225118 1.9277300074609596
186120 150.88901191989027 1.9361911214406893
186663 150.74292991419705 1.942460270153553
186764 150.75751721236875 1.9423780856093853
187217 150.8356008428135 1.9462669494655
188747 150.53190747364602 1.7660143744209253
188964 150.5691564932443 1.7677442546622502
189192 150.67593321050566 1.7694005228220555
189588 150.66397764530515 1.7745687645245978
189670 150.62252724078434 1.7781254201984649
189836 150.61047269793602 1.7833398766765227
190177 150.69100414049674 1.7784092044017155
190943 150.64099532985796 1.7863809916312867
191038 150.67151557141733 1.7845860021307487
191053 150.6646077489657 1.7854096736017036
192144 150.62850560814604 1.7991364881673957
192147 150.63051780671498 1.850574864472239
193357 150.54016841979413 1.8019880083294642
193544 150.63539870582102 1.8034082539902825
193874 150.58780221348516 1.8083692643486038
195884 150.6910578070239 1.8320688283868356
198440 150.6856699663831 1.864087266867882
199531 150.68055152045045 1.867950951021318
200137 150.61630168826525 1.8747077033094848
201560 150.6522241809871 1.8897724054945266
201921 150.61363311043084 1.893847152321809
201984 150.5475002952358 1.8939400127511055
202943 150.59164091682067 1.9036794310680778
203374 150.69001420197856 1.906449421855006
203727 150.59657027639275 1.9085890320002563
204255 150.60404472567686 1.9177505114120048
204769 150.58108351582155 1.9199604662024075
204888 150.59356372231267 1.9196355491035928
205603 150.66127758867907 1.9261229954043693
205779 150.6493243863971 1.9279559469671461
206010 150.65906082490326 1.9282024750779012
206119 150.53641661611186 1.9319003623720843
206657 150.6294722285073 1.935602043049042
207212 150.56258903897321 1.9421062454986393
207358 150.70823667403556 1.9400933155953337
208961 150.46573004230095 1.7696041607902444
211743 150.3507178922295 1.792814593249436
212516 150.4439311590169 1.8004523460766184
213815 150.42018290255447 1.8092918287310045
213853 150.50727388706116 1.8102228350824785
214640 150.49543664057754 1.8173996377765618
215153 150.42113940639874 1.8194312752608113
216208 150.42288884471702 1.8328475466441745
216859 150.3883039882244 1.8363896221870937
217513 150.46267065065072 1.8441728402500457
218224 150.51976528876764 1.8487878452738253
218376 150.50752489416644 1.8460562331116057
218585 150.46295283129757 1.8511045997825621
220066 150.4834300794887 1.8603967276866515
220377 150.4964657123847 1.8752016854782936
222303 150.42008556845065 1.877125794531466
222409 150.4964338012444 1.877948801765906
222702 150.38254407559583 1.8803375148884869
222757 150.350785648647 1.8810276058431854
223133 150.37463884986482 1.8850754450254144
223146 150.40044273666732 1.8846173885606563
224185 150.36773783770352 1.8954771199906921
226177 150.47402535625858 1.9198405331520494
226308 150.51778963628277 1.9149661863997067
226483 150.41398414074754 1.9141861907213031
226625 150.341491732858 1.920008268911163
227038 150.50436151977502 1.9191396811884236
227627 150.48966711363047 1.9231405663403087
229371 150.45760701438854 1.9403120039026263
231671 150.2721188771007 1.7715931141419572
232201 150.26256816364125 1.778042227402189
233002 150.2219194228145 1.7810391349342727
233493 150.2459195242666 1.7867179020405675
234327 150.29874663838822 1.7967437942350672
235595 150.27133784314114 1.8021527581488557
235637 150.33626381975685 1.8024743497598876
236444 150.29396073716518 1.8141030763285393
236557 150.3264282214443 1.8092384146408425
236576 150.23552964923334 1.812284589916755
237227 150.28527621735597 1.8155513610852656
237334 150.320875642896 1.818296639397872
238488 150.22123654398092 1.8245803625378847
238899 150.21038096805685 1.8266106917233693
238903 150.2050146015397 1.829265898448912
239203 150.18758825190164 1.8324460528151043
240208 150.30234752697018 1.837168648379122
240561 150.22234124341986 1.8420589798852287
240709 150.3115612168022 1.8493727003569096
242107 150.24158760608415 1.8586742421324551
244789 150.1945944094725 1.8823313403584168
244876 150.23843524734752 1.8820302095051757
245183 150.1723715457107 1.8843935677960926
245389 150.32776790092356 1.885315782693961
245669 150.26614477864604 1.8879024798001485
246014 150.16930542186842 1.8893052612896308
246777 150.33041760981848 1.8971752149944774
249425 150.24626944202336 1.9220567927331307
250636 150.2603013992439 1.9322066578994392
250685 150.30233854200947 1.9342388910568995
250743 150.2867797834581 1.932893489867018
251100 150.34090126065288 1.935001675271448
251364 150.29783370678504 1.9450211133662345
251443 150.31599906143953 1.9421352612655076
251725 150.20845915622863 1.9462817365919791
252157 150.19684703462931 1.9496220389498689
252311 150.26795468143703 1.9496555625193632
253341 150.06729737045507 1.7674458344772113
255627 150.06628044194872 1.7901976785910043
256021 150.1112233447952 1.793922730729636
256163 150.01647654375975 1.7954122316977832
258791 150.11223613729086 1.817798165065263
259199 150.1528383330679 1.82231439051497
259222 150.1247454744786 1.8217911260075281
259817 150.14958911325456 1.827910216346949
260046 150.1089759439547 1.8286694960481802
262755 149.96981004501959 1.8555371941484602
263016 150.13849690243416 1.8632045378379003
263656 150.03313581935495 1.8677974168044418
263941 150.14689157644773 1.8704784445527827
265125 149.99014265221746 1.876568016456137
265938 150.0991030870899 1.8821751031774923
266381 150.07364680874304 1.8904087123320255
266835 150.13470500897407 1.8944506683568183
267925 150.13046933887856 1.904760314438111
268470 149.981634502926 1.9072438598396453
269000 149.9886271347631 1.9135463626578586
271143 150.11250361429052 1.9369550284649066
271322 150.06128636715167 1.9342747460730456
272191 149.97717136043096 1.9406702302676053
272766 150.04871541152775 1.9471864634428264
272922 150.0246599613107 1.948117819086795
273011 150.09350413149022 1.949168734314153
274538 149.83406178338015 1.772953722437866
274897 149.95218275628534 1.7780124601168779
275043 149.79835186848467 1.7786248418294974
276295 149.88546074858263 1.7921543326286915
276317 149.8575518019432 1.7925092125149957
276964 149.90793798472228 1.8001477955493526
277595 149.83118157180644 1.8057715980234197
277596 149.83212804350563 1.80712829754784
277783 149.81794947492952 1.8065540832611642
279461 149.89511538991738 1.8258338550658257
279748 149.91118551183914 1.8305799316509974
279839 149.79012076914168 1.828358113090241
279846 149.92267155220833 1.8331247077993988
281053 149.9644871503585 1.8420933212871538
281852 149.92779867385985 1.8498469418260746
281983 149.79048496117622 1.8605132648419793
282723 149.89637894185017 1.8589599210688645
282806 149.8619686955815 1.8612217221897265
283038 149.90528302998578 1.8627445835417513
283437 149.82333116274435 1.8695268606483486
283824 149.91947983388795 1.8715146444667303
284225 149.84792139417132 1.8764067670566467
284264 149.80685886865604 1.875782351433776
284314 149.9616157369673 1.8765623933767823
286569 149.83046012389693 1.9012484073147868
289303 149.80533605726436 1.9277311384453388
289638 149.80104440303384 1.9348143241660756
289930 149.88957719361508 1.9309331698415522
290283 149.88821131332244 1.9337298158803355
290627 149.93788137881208 1.9371305699734593
291047 149.79709994387358 1.9431623209824906
291204 149.91884021008931 1.944032587564991
291843 149.91365448685636 1.9505161591519113
291880 149.8257617816361 1.9508790418538764
292571 149.74241359175622 1.7711609384498086
292652 149.7642874354591 1.76612116864991
292757 149.65432519807538 1.7691521701425235
293048 149.63749236789903 1.7785845659974047
293334 149.76430394286706 1.7756175285989995
293627 149.61023770945752 1.7794240082193244
293952 149.62499816941005 1.7785378528802276
294449 149.7279078080279 1.7852414753622952
295686 149.63586301069384 1.7956033417744082
295711 149.61526755053623 1.794850275020739
295938 149.67029853797126 1.7985482047630594
296428 149.5983407360921 1.8004285036470493
296489 149.73337339304928 1.8033432883209666
296877 149.66797943868784 1.8076872202600105
297938 149.71449792792046 1.813282580879083
